occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,within_range,Status
297315,occ,,I,28462,Coelurosaurichnus perriauxi,species,82507,Anisian,Ladinian,246.7,237,7850,YES,extinct
297316,occ,34062,IF,28462,Anchisauripus bibractensis,species,92019,Anisian,Ladinian,246.7,237,8459,YES,extinct
299715,occ,,,28854,Deltavjatia rossicus,species,53171,Early Severodvinian,,264.28,259.51,31376,YES,extinct
332582,occ,,IF,31310,Rhynchosauroides sphaerodactylus,species,360008,Anisian,Ladinian,246.7,237,8459,YES,extinct
343881,occ,,,32343,Dromicosuchus grallator,species,53951,Carnian,Norian,237,205.7,8725,YES,extinct
343882,occ,21726,,32343,Postosuchus alisonae,species,146579,Carnian,Norian,237,205.7,29893,YES,extinct
346294,occ,,,11165,Bolosaurus striatus,species,138029,Asselian,Sakmarian,298.9,290.1,4113,YES,extinct
360364,occ,,,34132,Zupaysaurus rougieri,species,54097,Norian,,227.3,205.7,8988,YES,extinct
361674,occ,,,34267,Omphalosaurus nevadanus,species,54114,Middle Triassic,,246.7,237,9007,YES,extinct
363117,occ,,,34401,Grippia longirostris,species,170764,Olenekian,,249.9,246.7,9052,YES,extinct
363120,occ,,IF,24835,Coelurosaurichnus ziegelangernensis,species,85792,Carnian,,237,227.3,40024,YES,extinct
364230,occ,,IF,34535,Coelurosaurichnus kronbergeri,species,85797,Carnian,,237,227.3,9115,YES,extinct
366441,occ,38335,IF,34701,Tridactylus machouensis,species,436506,Carnian,,237,227.3,76667,YES,extinct
367508,occ,21190,,28267,Captorhinus aguti,species,134887,Kungurian,,283.3,274.4,28359,YES,extinct
367667,occ,,,34779,Megapnosaurus rhodesiensis,species,55541,Late Triassic,,237,201.4,9278,YES,extinct
368043,occ,,,34816,Pareiasuchus peringueyi,species,139015,Zechstein,,259.51,254.14,9298,YES,extinct
368798,occ,,,34888,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,9311,YES,extinct
368799,occ,,,34888,Anisodontosaurus greeri,species,55053,Aegean,Bithynian,246.7,244.24,9311,YES,extinct
372891,occ,20922,,35295,Blikanasaurus cromptoni,species,55644,Norian,Rhaetian,227.3,201.4,9521,YES,extinct
381726,occ,36522,IF,36226,Rhynchosauroides triangulus,species,56426,Anisian,Ladinian,246.7,237,9714,YES,extinct
381727,occ,,IF,36226,Rotodactylus lucasi,species,82510,Anisian,Ladinian,246.7,237,17958,YES,extinct
381729,occ,,IF,36226,Coelurosaurichnus palissyi,species,92020,Anisian,Ladinian,246.7,237,9714,YES,extinct
381731,occ,18191,IF,36226,Brachychirotherium pachydactylum,species,82508,Anisian,Ladinian,246.7,237,9714,YES,extinct
382568,occ,,,36374,Placochelys placodonta,species,377269,Carnian,,237,227.3,9755,YES,extinct
382582,occ,,,36377,Psephoderma alpinum,species,56516,Alaunian,,215.38,211.18,9757,YES,extinct
384378,occ,32879,,28396,Vonhuenia friedrichi,species,347453,Induan,,251.902,249.9,60764,YES,extinct
384555,occ,19672,,36609,Melanorosaurus readi,species,54980,Norian,Rhaetian,227.3,201.4,9815,YES,extinct
385301,occ,,,36704,Melanorosaurus readi,species,54980,Norian,Rhaetian,227.3,201.4,9818,YES,extinct
385604,occ,,,36733,Eucnemesaurus fortis,species,56614,Norian,Rhaetian,227.3,201.4,14536,YES,extinct
385607,occ,,,36735,Plateosauravus cullingworthi,species,56591,Norian,,227.3,205.7,9818,YES,extinct
385610,occ,,,36738,Plateosauravus cullingworthi,species,56591,Norian,Rhaetian,227.3,201.4,9818,YES,extinct
388713,occ,,,37180,Chensaurus chaoxianensis,species,150075,Spathian,,248.1,246.7,9957,YES,extinct
388714,occ,,,37181,Chensaurus chaoxianensis,species,150075,Spathian,,248.1,246.7,9958,YES,extinct
389769,occ,,,37320,Placochelys placodonta,species,377269,Carnian,,237,227.3,9752,YES,extinct
389770,occ,,,37321,Psephoderma alpinum,species,56516,Rhaetian,,205.7,201.4,9752,YES,extinct
389771,occ,,,37322,Psephoderma alpinum,species,56516,Rhaetian,,205.7,201.4,9752,YES,extinct
389772,occ,,,37323,Paraplacodus broilii,species,241938,Anisian,,246.7,241.464,9752,YES,extinct
391980,occ,,,37606,Barracudasaurus maotaiensis,species,100419,Middle Triassic,,246.7,237,24294,YES,extinct
400877,occ,,,38500,Arctosaurus osborni,species,54163,Late Triassic,,237,201.4,58843,YES,extinct
401595,occ,25804,,38528,Czatkowiella harae,species,202562,Olenekian,,249.9,246.7,38012,YES,extinct
401596,occ,24341,,38528,Sophineta cracoviensis,species,178334,Olenekian,,249.9,246.7,35304,YES,extinct
401597,occ,10584,,38528,Osmolskina czatkowicensis,species,57090,Olenekian,,249.9,246.7,10333,YES,extinct
401599,occ,25803,,38528,Pamelina polonica,species,202559,Olenekian,,249.9,246.7,38011,YES,extinct
401600,occ,25802,,38528,Procolina teresae,species,202557,Olenekian,,249.9,246.7,38010,YES,extinct
406854,occ,10688,,39159,Euscolosuchus olseni,species,172470,Carnian,,237,227.3,34179,YES,extinct
406855,occ,,,39159,Uatchitodon kroehleri,species,57687,Carnian,,237,227.3,10573,YES,extinct
406858,occ,40234,,39159,Gomphiosauridion baileyae,species,139868,Carnian,,237,227.3,7923,YES,extinct
406859,occ,,,39159,Xenodiphyodon petraios,species,139857,Carnian,,237,227.3,7923,YES,extinct
406864,occ,22895,,39160,Desmatosuchus spurensis,species,100584,Norian,,227.3,205.7,32140,YES,extinct
406867,occ,,,39160,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
406869,occ,,,39160,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
406872,occ,,,39160,Camposaurus arizonensis,species,66659,Norian,,227.3,205.7,13905,YES,extinct
406876,occ,,,39160,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
407767,occ,22541,,39219,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
407776,occ,,,39219,Acaenasuchus geoffreyi,species,69070,Norian,,227.3,205.7,14122,YES,extinct
411697,occ,,,39811,Timanophon raridentatus,species,161659,Olenekian,,249.9,246.7,10285,YES,extinct
423245,occ,,,39219,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,10591,YES,extinct
423280,occ,,,39160,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,14122,YES,extinct
423281,occ,,,39160,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,14122,YES,extinct
423285,occ,,,39160,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,32082,YES,extinct
460787,occ,,,45441,Parasuchus bransoni,species,58929,Carnian,,237,227.3,11840,YES,extinct
461293,occ,39455,,45513,Unaysaurus tolentinoi,species,62959,Norian,,227.3,205.7,11929,YES,extinct
465571,occ,30299,,27012,Terrestrisuchus gracilis,species,184613,Carnian,,237,227.3,52292,YES,extinct
465575,occ,,,46077,Tricuspisaurus thomasi,species,253389,Rhaetian,,205.7,201.4,12302,YES,extinct
465579,occ,37637,,46077,Planocephalosaurus robinsonae,species,253695,Rhaetian,,205.7,201.4,74323,YES,extinct
465685,occ,,,12858,Variodens inopinatus,species,253391,Rhaetian,,205.7,201.4,12302,YES,extinct
467070,occ,,,34267,Cymbospondylus petrinus,species,170850,Middle Triassic,,246.7,237,9007,YES,extinct
467071,occ,,,34267,Cymbospondylus natans,species,285199,Middle Triassic,,246.7,237,9007,YES,extinct
467073,occ,,,34267,Phalarodon fraasi,species,258578,Middle Triassic,,246.7,237,9007,YES,extinct
468605,occ,,I,46555,Agialopous wyomingensis,species,54519,Norian,Rhaetian,227.3,201.4,9241,YES,extinct
468634,occ,,IF,46560,Grallator tenuis,species,67368,Norian,,227.3,205.7,12429,YES,extinct
468647,occ,22781,,46567,Lucasuchus hunti,species,159293,Carnian,,237,227.3,14122,YES,extinct
468903,occ,27489,I,46621,Grallator cursorius,species,64080,Norian,,227.3,205.7,12444,YES,extinct
468904,occ,,IF,46622,Grallator tuberosus,species,67394,Norian,,227.3,205.7,19814,YES,extinct
468907,occ,31569,I,46622,Brachychirotherium parvum,species,64090,Norian,,227.3,205.7,30910,YES,extinct
468908,occ,,,46622,Brachychirotherium eyermani,species,64086,Norian,,227.3,205.7,12444,YES,extinct
468909,occ,31572,IF,46622,Apatopus lineatus,species,64093,Norian,,227.3,205.7,19814,YES,extinct
468910,occ,,IF,46622,Rhynchosauroides hyperbates,species,64098,Norian,,227.3,205.7,12444,YES,extinct
468912,occ,,I,46622,Brachychirotherium parvum,species,64090,Norian,,227.3,205.7,19814,YES,extinct
471885,occ,,,46889,Diphydontosaurus avonis,species,64135,Carnian,,237,227.3,12453,YES,extinct
475078,occ,,,47126,Machaeroprosopus buceros,species,69065,Norian,,227.3,205.7,14122,YES,extinct
475079,occ,,,47126,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
475081,occ,,,47126,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,12565,YES,extinct
479381,occ,,,47785,Teratosaurus suevicus,species,54992,Norian,,227.3,205.7,44572,YES,extinct
479382,occ,,,36610,Eucnemesaurus fortis,species,56614,Norian,Rhaetian,227.3,201.4,9279,YES,extinct
479548,occ,,,47800,Efraasia minor,species,54997,Alaunian,,215.38,211.18,26359,YES,extinct
479551,occ,23500,,47802,Gresslyosaurus ingens,species,57405,Sevatian,,211.18,205.7,34081,YES,extinct
483859,occ,,,48421,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,12930,YES,extinct
483867,occ,,,48422,Coelophysis bauri,species,54212,Rhaetian,,205.7,201.4,5707,YES,extinct
483868,occ,20914,,48422,Redondasaurus bermani,species,133091,Rhaetian,,205.7,201.4,28127,YES,extinct
483884,occ,17948,,48424,Trilophosaurus buettneri,species,64922,Norian,,227.3,205.7,17273,YES,extinct
484673,occ,,,48516,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,12956,YES,extinct
484986,occ,34482,,48546,Chindesaurus bryansmalli,species,66909,Norian,,227.3,205.7,14122,YES,extinct
486103,occ,12348,,48639,Plateosaurus engelhardti,species,56683,Norian,,227.3,205.7,12994,YES,extinct
486104,occ,12347,,25836,Plateosaurus engelhardti,species,56683,Norian,,227.3,205.7,12994,YES,extinct
486146,occ,28193,,48643,Gresslyosaurus plieningeri,species,57406,Norian,,227.3,205.7,12975,YES,extinct
486165,occ,,,48644,Camelotia borealis,species,56586,Rhaetian,,205.7,201.4,12982,YES,extinct
486188,occ,,,48658,Staurikosaurus pricei,species,55001,Carnian,,237,227.3,12492,YES,extinct
486189,occ,,,48659,Spondylosoma absconditum,species,64404,Ladinian,,241.464,237,24388,YES,extinct
486393,occ,,,48683,Plateosaurus engelhardti,species,56683,Norian,,227.3,205.7,23495,YES,extinct
486398,occ,,,48685,Zanclodon laevis,species,65087,Ladinian,,241.464,237,28965,YES,extinct
486407,occ,33909,,48690,Plateosaurus erlenbergiensis,species,57402,Rhaetian,,205.7,201.4,16920,YES,extinct
486408,occ,30614,,48691,Gresslyosaurus plieningeri,species,57406,Norian,,227.3,205.7,16920,YES,extinct
486411,occ,23675,,22684,Plateosaurus longiceps,species,64684,Rhaetian,,205.7,201.4,25716,YES,extinct
486412,occ,12366,,48694,Ruehleia bedheimensis,species,65100,Norian,,227.3,205.7,12994,YES,extinct
486413,occ,,,48694,Liliensternus liliensterni,species,56380,Norian,,227.3,205.7,13767,YES,extinct
490747,occ,12600,,49499,Gojirasaurus quayi,species,65490,Norian,,227.3,205.7,7058,YES,extinct
490751,occ,22803,,49499,Rioarribasuchus chamaensis,species,162207,Norian,,227.3,205.7,31725,YES,extinct
490752,occ,12602,,49499,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,7058,YES,extinct
490757,occ,,,49500,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
490769,occ,13290,,49500,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,14109,YES,extinct
490780,occ,36431,,22706,Longosuchus meadei,species,159291,Carnian,Norian,237,205.7,43405,YES,extinct
493537,occ,,,49853,Ammorhynchus navajoi,species,65741,Aegean,Bithynian,246.7,244.24,13395,YES,extinct
493538,occ,,,49854,Ammorhynchus navajoi,species,65741,Aegean,Bithynian,246.7,244.24,13395,YES,extinct
493539,occ,,,49855,Ammorhynchus navajoi,species,65741,Aegean,Bithynian,246.7,244.24,13395,YES,extinct
493540,occ,,,49856,Ammorhynchus navajoi,species,65741,Aegean,Bithynian,246.7,244.24,13395,YES,extinct
513479,occ,28133,,51970,Thecodontosaurus antiquus,species,56627,Rhaetian,,205.7,201.4,14071,YES,extinct
513481,occ,,,51970,Diphydontosaurus avonis,species,64135,Rhaetian,,205.7,201.4,13887,YES,extinct
513482,occ,22028,,51970,Diphydontosaurus avonis,species,64135,Rhaetian,,205.7,201.4,30681,YES,extinct
513496,occ,20863,IF,51979,Eubrontes giganteus,species,67402,Rhaetian,,205.7,201.4,27923,YES,extinct
513572,occ,,,52014,Coloradisaurus brevis,species,66680,Norian,,227.3,205.7,13923,YES,extinct
513603,occ,,,52032,Riojasaurus incertus,species,56585,Norian,,227.3,205.7,13920,YES,extinct
517568,occ,,IF,52494,Grallator tenuis,species,67368,Late Triassic,,237,201.4,14120,YES,extinct
517569,occ,,IF,52494,Eubrontes sillimani,species,67392,Late Triassic,,237,201.4,14120,YES,extinct
517573,occ,,,52498,Coelophysis bauri,species,54212,Norian,,227.3,205.7,9090,YES,extinct
517578,occ,,,48546,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
517585,occ,,,52499,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,35767,YES,extinct
517592,occ,22711,,52499,Krzyzanowskisaurus hunti,species,69055,Norian,,227.3,205.7,31634,YES,extinct
517595,occ,,,52500,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
517601,occ,32906,,52501,Scutarx deltatylus,species,347479,Norian,,227.3,205.7,60800,YES,extinct
517609,occ,,,52502,Acaenasuchus geoffreyi,species,69070,Norian,,227.3,205.7,14122,YES,extinct
517612,occ,,,52503,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
517621,occ,,,52498,Coelophysis bauri,species,54212,Norian,,227.3,205.7,9090,YES,extinct
517622,occ,,,52498,Coelophysis bauri,species,54212,Norian,,227.3,205.7,17157,YES,extinct
518725,occ,,,52740,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518726,occ,,,52741,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518727,occ,,,52742,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518731,occ,,,52744,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518732,occ,,,52745,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518733,occ,,,52746,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,11823,YES,extinct
518734,occ,,,52747,Trialestes romeri,species,58916,Carnian,,237,227.3,11823,YES,extinct
519917,occ,,,52907,Herrerasaurus ischigualastensis,species,55000,Carnian,,237,227.3,13756,YES,extinct
521669,occ,,,53513,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,14436,YES,extinct
521673,occ,22514,,48422,Vancleavea campi,species,69043,Rhaetian,,205.7,201.4,31327,YES,extinct
521674,occ,20821,,48422,Whitakersaurus bermani,species,130178,Rhaetian,,205.7,201.4,27834,YES,extinct
521679,occ,37861,,48422,Hesperosuchus agilis,species,69077,Rhaetian,,205.7,201.4,71489,YES,extinct
528638,occ,13624,,54007,Eucoelophysis baldwini,species,68126,Norian,,227.3,205.7,14776,YES,extinct
530240,occ,,IF,54144,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14637,YES,extinct
530454,occ,,,54167,Coelophysis bauri,species,54212,Norian,,227.3,205.7,14598,YES,extinct
530455,occ,,,54168,Coelophysis bauri,species,54212,Norian,,227.3,205.7,14598,YES,extinct
534612,occ,,I,55316,Coelurosaurichnus grancieri,species,68203,Carnian,,237,227.3,14684,YES,extinct
534770,occ,22026,,51970,Asylosaurus yalensis,species,153776,Rhaetian,,205.7,201.4,30681,YES,extinct
535860,occ,,IF,55410,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
535861,occ,,IF,55411,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
535862,occ,,IF,55412,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
535863,occ,,IF,55413,Grallator tuberosus,species,67394,Norian,,227.3,205.7,12444,YES,extinct
535867,occ,,IF,55414,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
535868,occ,,,55414,Brachychirotherium eyermani,species,64086,Norian,,227.3,205.7,14907,YES,extinct
535869,occ,,I,55414,Kintneria brunswickii,species,93721,Norian,,227.3,205.7,14907,YES,extinct
535871,occ,,IF,55415,Rhynchosauroides hyperbates,species,64098,Norian,,227.3,205.7,14907,YES,extinct
535872,occ,,,55415,Brachychirotherium eyermani,species,64086,Norian,,227.3,205.7,14907,YES,extinct
535873,occ,,IF,55415,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
535875,occ,40237,I,55416,Brachychirotherium parvum,species,64090,Carnian,,237,227.3,83033,YES,extinct
535877,occ,,IF,55416,Grallator tenuis,species,67368,Carnian,,237,227.3,14907,YES,extinct
535880,occ,,IF,55417,Grallator tuberosus,species,67394,Carnian,,237,227.3,45225,YES,extinct
535881,occ,,IF,55418,Eubrontes sillimani,species,67392,Norian,,227.3,205.7,14907,YES,extinct
535882,occ,,IF,55418,Grallator tuberosus,species,67394,Norian,,227.3,205.7,14907,YES,extinct
536062,occ,20515,,55442,Sacisaurus agudoensis,species,119885,Norian,,227.3,205.7,26809,YES,extinct
536068,occ,,,55446,Guaibasaurus candelariensis,species,66571,Norian,,227.3,205.7,14939,YES,extinct
536421,occ,40236,I,55411,Kintneria brunswickii,species,93721,Norian,,227.3,205.7,83024,YES,extinct
536425,occ,,I,55412,Brachychirotherium parvum,species,64090,Norian,,227.3,205.7,14907,YES,extinct
536426,occ,,,55412,Brachychirotherium eyermani,species,64086,Norian,,227.3,205.7,14907,YES,extinct
536427,occ,31548,IF,55412,Apatopus lineatus,species,64093,Norian,,227.3,205.7,55918,YES,extinct
536428,occ,,I,55412,Kintneria brunswickii,species,93721,Norian,,227.3,205.7,14907,YES,extinct
536429,occ,,IF,55492,Grallator tuberosus,species,67394,Norian,,227.3,205.7,12444,YES,extinct
536430,occ,40229,IF,55493,Grallator tuberosus,species,67394,Norian,,227.3,205.7,83015,YES,extinct
536597,occ,,IF,55526,Apatopus lineatus,species,64093,Carnian,,237,227.3,14991,YES,extinct
538678,occ,39642,,56018,Kholumolumo ellenbergerorum,species,423012,Norian,,227.3,205.7,72974,YES,extinct
538681,occ,20931,IF,56020,Grallator socialis,species,133336,Norian,Rhaetian,227.3,201.4,28154,YES,extinct
538683,occ,20932,IF,56020,Trisauropodiscus aviforma,species,133339,Norian,Rhaetian,227.3,201.4,28154,YES,extinct
538684,occ,20933,IF,56020,Comptichnus moorosi,species,133348,Norian,Rhaetian,227.3,201.4,28154,YES,extinct
538699,occ,22146,IF,56030,Pseudotetrasauropus bipedoida,species,133313,Norian,,227.3,205.7,28154,YES,extinct
539206,occ,,,56156,Lessemsaurus sauropoides,species,68588,Norian,,227.3,205.7,15138,YES,extinct
539478,occ,,,56188,Saturnalia tupiniquim,species,68124,Carnian,Norian,237,205.7,15151,YES,extinct
545075,occ,,,57059,Alwalkeria maleriensis,species,65488,Carnian,,237,227.3,13245,YES,extinct
545091,occ,20880,IF,57063,Apatopus lineatus,species,64093,Rhaetian,,205.7,201.4,27985,YES,extinct
545159,occ,,,13266,Tecovasaurus murryi,species,69049,Norian,,227.3,205.7,15400,YES,extinct
545160,occ,,,39160,Tecovasaurus murryi,species,69049,Norian,,227.3,205.7,15400,YES,extinct
545161,occ,35934,,57071,Lucianosaurus wildi,species,69051,Norian,,227.3,205.7,15400,YES,extinct
557168,occ,,,57683,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
557171,occ,22512,,57685,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
557172,occ,,,57685,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,15512,YES,extinct
557175,occ,,,57685,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,15512,YES,extinct
558124,occ,,IF,57917,Rhynchosauroides hyperbates,species,64098,Norian,,227.3,205.7,15573,YES,extinct
558125,occ,,IF,57917,Apatopus lineatus,species,64093,Norian,,227.3,205.7,15573,YES,extinct
558126,occ,,,57917,Brachychirotherium eyermani,species,64086,Norian,,227.3,205.7,15573,YES,extinct
558341,occ,,,57944,Rhombopholis scutulata,species,157508,Anisian,,246.7,241.464,33374,YES,extinct
558342,occ,,,57944,Bromsgroveia walkeri,species,54994,Anisian,,246.7,241.464,24929,YES,extinct
558344,occ,30131,,57944,Bromsgroveia walkeri,species,54994,Anisian,,246.7,241.464,14071,YES,extinct
558352,occ,,,57948,Leptopleuron lacertinum,species,95837,Carnian,Norian,237,205.7,15587,YES,extinct
558353,occ,,,57948,Brachyrhinodon taylori,species,375338,Carnian,Norian,237,205.7,29852,YES,extinct
558354,occ,,,57948,Hyperodapedon gordoni,species,146404,Carnian,Norian,237,205.7,29844,YES,extinct
558355,occ,,,57948,Stagonolepis robertsoni,species,119075,Carnian,Norian,237,205.7,29839,YES,extinct
558356,occ,,,57948,Ornithosuchus woodwardi,species,55573,Carnian,Norian,237,205.7,29854,YES,extinct
558357,occ,,,57948,Erpetosuchus granti,species,55572,Carnian,Norian,237,205.7,9482,YES,extinct
558358,occ,,,57948,Scleromochlus taylori,species,63718,Carnian,Norian,237,205.7,12211,YES,extinct
558360,occ,,,57948,Saltopus elginensis,species,56385,Carnian,Norian,237,205.7,16888,YES,extinct
558365,occ,,IF,57952,Anchisauripus thomasi,species,85795,Late Triassic,,237,201.4,24478,YES,extinct
558437,occ,,,57975,Thecodontosaurus antiquus,species,56627,Carnian,,237,227.3,15587,YES,extinct
560165,occ,,,48422,Effigia okeeffeae,species,70615,Rhaetian,,205.7,201.4,16546,YES,extinct
561802,occ,,,58569,Riojasaurus incertus,species,56585,Norian,,227.3,205.7,16624,YES,extinct
561984,occ,31070,,57944,Langeronyx brodiei,species,139021,Anisian,,246.7,241.464,28945,YES,extinct
562008,occ,,,58618,Azendohsaurus laaroussii,species,64678,Carnian,,237,227.3,16644,YES,extinct
562009,occ,15716,,58618,Parasuchus magnoculus,species,164817,Carnian,,237,227.3,16645,YES,extinct
562010,occ,22996,,58619,Arganasuchus dutuiti,species,164793,Carnian,,237,227.3,32305,YES,extinct
562834,occ,34157,,13273,Technosaurus smalli,species,67090,Norian,,227.3,205.7,29594,YES,extinct
562836,occ,,,13273,Protoavis texensis,species,192929,Norian,,227.3,205.7,36775,YES,extinct
562843,occ,,,57684,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
562846,occ,,,57683,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
566225,occ,19674,,59291,Meroktenos thabanensis,species,56589,Norian,Rhaetian,227.3,201.4,16646,YES,extinct
572534,occ,,,22704,Protecovasaurus lucasi,species,80808,Carnian,Norian,237,205.7,17273,YES,extinct
572546,occ,,,48547,Trilophosaurus buettneri,species,64922,Norian,,227.3,205.7,12934,YES,extinct
572552,occ,,,48547,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
572567,occ,,,22705,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,17273,YES,extinct
572586,occ,22905,,55248,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,32141,YES,extinct
572593,occ,17939,,55248,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
572595,occ,19968,,55248,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
572615,occ,,,13266,Planocephalosaurus lucasi,species,80809,Norian,,227.3,205.7,17273,YES,extinct
572616,occ,,,13266,Fraserosphenodon latidens,species,132132,Norian,,227.3,205.7,17273,YES,extinct
572619,occ,,,13266,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,32141,YES,extinct
572632,occ,,,13266,Protecovasaurus lucasi,species,80808,Norian,,227.3,205.7,17273,YES,extinct
572633,occ,,,13266,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
572650,occ,,,48424,Paleollanosaurus fraseri,species,80819,Norian,,227.3,205.7,17273,YES,extinct
572673,occ,,,48424,Protecovasaurus lucasi,species,80808,Norian,,227.3,205.7,17273,YES,extinct
572674,occ,,,48424,Protecovasaurus lucasi,species,80808,Norian,,227.3,205.7,17273,YES,extinct
572675,occ,,,48424,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
572676,occ,,,48424,Crosbysaurus harrisae,species,69054,Norian,,227.3,205.7,17273,YES,extinct
573788,occ,,,60293,Gracilisuchus stipanicicorum,species,80900,Ladinian,,241.464,237,17320,YES,extinct
573792,occ,,,60296,Luperosuchus fractus,species,80897,Ladinian,,241.464,237,17305,YES,extinct
573793,occ,,,60297,Lagerpeton chanarensis,species,66341,Ladinian,,241.464,237,13750,YES,extinct
573794,occ,,,60298,Chanaresuchus bonapartei,species,80890,Ladinian,,241.464,237,17300,YES,extinct
573795,occ,,,60299,Gualosuchus reigi,species,80891,Ladinian,,241.464,237,17300,YES,extinct
575515,occ,31544,IF,60501,Pengxianpus cifengensis,species,348384,Rhaetian,,205.7,201.4,16852,YES,extinct
584072,occ,23016,,61448,Stagonolepis olenkae,species,165244,Carnian,Norian,237,205.7,32374,YES,extinct
584073,occ,23017,,61449,Stagonolepis olenkae,species,165244,Tuvalian,,233.6,227.3,32374,YES,extinct
584074,occ,,,61449,Silesaurus opolensis,species,81776,Tuvalian,,233.6,227.3,17738,YES,extinct
584076,occ,20818,,61450,Polonosuchus silesiacus,species,130161,Carnian,Norian,237,205.7,27829,YES,extinct
584077,occ,18122,,61450,Silesaurus opolensis,species,81776,Carnian,Norian,237,205.7,17717,YES,extinct
584307,occ,20819,,61449,Polonosuchus silesiacus,species,130161,Tuvalian,,233.6,227.3,27829,YES,extinct
584310,occ,,,61448,Silesaurus opolensis,species,81776,Carnian,Norian,237,205.7,17738,YES,extinct
589288,occ,,I,62182,Coelurosaurichnus perriauxi,species,82507,Anisian,Ladinian,246.7,237,17956,YES,extinct
589289,occ,,,62183,Rotodactylus velox,species,82515,Anisian,Ladinian,246.7,237,17964,YES,extinct
589290,occ,,IF,62183,Anchisauripus bibractensis,species,92019,Anisian,Ladinian,246.7,237,17967,YES,extinct
589291,occ,,IF,62183,Brachychirotherium pachydactylum,species,82508,Anisian,Ladinian,246.7,237,17957,YES,extinct
589292,occ,,IF,62183,Brachychirotherium circaparvum,species,331055,Anisian,Ladinian,246.7,237,17967,YES,extinct
589293,occ,,IF,62182,Brachychirotherium pachydactylum,species,82508,Anisian,Ladinian,246.7,237,17958,YES,extinct
589347,occ,36085,IF,28092,Isochirotherium circademathieui,species,381704,Middle Triassic,,246.7,237,70494,YES,extinct
589348,occ,18850,IF,28092,Chirotherium barthii,species,85727,Middle Triassic,,246.7,237,19626,YES,extinct
589349,occ,,IF,28092,Brachychirotherium pachydactylum,species,82508,Middle Triassic,,246.7,237,17967,YES,extinct
